,focal_pid,comparative_pid,focal_score,comparative_score,relation
62570,16730346,34257710,9,8,≈
62571,15813616,10362181,3,10,<
62572,12691498,36891595,10,2,>
62573,11467450,1372276,7,10,<
62574,15240295,10919777,5,6,≈
62575,31034558,30566688,10,10,≈
62576,20843880,24606951,9,8,≈
62577,22174313,28159985,10,5,>
62578,29096290,34110889,10,9,≈
62579,23972843,14967818,5,6,≈
62580,19662213,7946531,3,10,<
62581,10890900,17709145,9,10,≈
62582,28878073,25227463,7,10,<
62583,18156276,7793937,1,2,≈
62584,12509460,10604478,8,10,<
62585,11177735,9767056,1,10,<
62586,21625439,9367419,8,4,>
62587,34272026,22745688,4,10,<
62588,22916276,28291777,6,6,≈
62589,26933942,17201525,10,7,>
62590,15342598,10464186,5,4,≈
62591,16147408,22541039,1,10,<
62592,20813266,25657325,10,2,>
62593,27107987,26273629,5,5,≈
62594,23878052,37079040,10,2,>
62595,14689225,8213753,3,7,<
62596,11136254,23515652,9,3,>
62597,29915652,9559737,1,10,<
62598,22648284,21898105,2,3,≈
62599,10613861,23226130,1,10,<
62600,21382650,16842452,1,9,<
62601,19816810,8841340,5,10,<
62602,22617510,14633519,5,10,<
62603,24916979,20677989,1,7,<
62604,16103361,21184748,10,9,≈
62605,20832872,8889002,10,3,>
62606,15238288,16451864,10,10,≈
62607,29387263,31920855,10,5,>
62608,20147397,24726370,7,8,≈
62609,24085768,37344447,10,4,>
62610,37091562,35735844,8,9,≈
62611,19659998,18355656,4,10,<
62612,12805437,26362311,9,6,>
62613,22022316,35656124,9,1,>
62614,15020444,27872315,3,9,<
62615,18359761,22842629,9,9,≈
62616,14573464,29972352,4,9,<
62617,19157856,29978050,8,1,>
62618,16449527,18515386,10,7,>
62619,11600473,22361862,10,9,≈
62620,17567783,18057127,6,6,≈
62621,27920299,33355403,8,9,≈
62622,11133977,10331254,3,10,<
62623,16507178,16775617,7,5,>
62624,32842150,36741833,10,3,>
62625,24129162,27799872,10,7,>
62626,29036532,29736339,9,1,>
62627,23269844,15010526,6,10,<
62628,23291449,29892800,8,1,>
62629,23756593,20833738,1,10,<
62630,18022638,32629603,9,9,≈
62631,14722269,29437926,8,9,≈
62632,25340881,34233712,10,9,≈
62633,11438742,17088347,10,5,>
62634,10920031,8994619,4,5,≈
62635,14973032,17322309,5,4,≈
62636,27755558,30246005,9,1,>
62637,14661922,11592987,5,10,<
62638,34618018,19825613,10,10,≈
62639,18616821,15201980,10,4,>
62640,16547617,24900986,6,3,>
62641,20036248,18190718,8,7,≈
62642,17450188,19263086,8,6,>
62643,18400106,16147798,7,8,≈
62644,25121770,27108407,10,6,>
62645,23962925,26643810,10,8,>
62646,10603384,27401766,7,5,>
62647,12045146,33738571,10,4,>
62648,26765966,17496133,6,7,≈
62649,10648794,1508215,10,4,>
62650,12898249,24043797,1,10,<
62651,15509791,14673098,6,9,<
62652,24708464,27088092,7,5,>
62653,22289180,18427117,1,10,<
62654,21902796,23170225,8,9,≈
62655,18066060,20303739,10,9,≈
62656,23296038,21062924,4,10,<
62657,18271627,37014875,10,10,≈
62658,12530772,34785760,10,9,≈
62659,25576899,31933742,10,2,>
62660,25048669,25202342,9,3,>
62661,20008172,19189039,9,3,>
62662,16423896,21781144,10,8,>
62663,19746224,16686939,4,5,≈
62664,25887309,23100216,5,10,<
62665,17785475,31106201,5,10,<
62666,12507015,10418157,2,3,≈
62667,29959524,22423675,4,3,≈
62668,21576225,17884043,10,2,>
62669,23741544,14633301,1,8,<
62670,27688650,32267017,10,5,>
62671,11554476,15821878,8,7,≈
62672,19657778,24602337,4,3,≈
62673,21697467,24074568,8,5,>
62674,23874326,23760485,8,10,<
62675,23431068,30216179,8,1,>
62676,14985893,20181730,2,3,≈
62677,19747398,28326248,9,2,>
62678,18817763,16533569,1,6,<
62679,18205727,18196463,7,9,<
62680,10644378,9930868,8,10,<
62681,17294328,12032342,2,10,<
62682,18156325,28588129,5,10,<
62683,19040569,28938891,7,10,<
62684,23139631,30705372,9,8,≈
62685,22100072,33652762,10,8,>
62686,35754813,19788742,9,10,≈
62687,11058119,7598728,9,2,>
62688,20438013,36675177,8,10,<
62689,19638929,23229768,4,5,≈
62690,25782918,27387995,4,4,≈
62691,29657275,21349877,1,10,<
62692,34248710,33072418,10,6,>
62693,29749656,33939323,9,5,>
62694,17917051,15746247,3,5,<
62695,19617542,17211584,10,2,>
62696,26083489,24405997,8,4,>
62697,23222655,15535862,3,10,<
62698,12879326,7892497,5,10,<
62699,31120486,29224927,10,10,≈
62700,35397103,33505614,9,10,≈
62701,23950641,19339651,4,7,<
62702,11292077,8080267,5,5,≈
62703,32425552,37397543,8,10,<
62704,17177381,20026047,10,4,>
62705,20360867,11202580,7,4,>
62706,12837785,32234503,3,10,<
62707,19559704,1563724,3,4,≈
62708,14605507,6419196,2,5,<
62709,32557567,19258487,4,10,<
62710,15764667,16929916,9,7,>
62711,10817761,25560877,10,10,≈
62712,12195014,17710530,10,5,>
62713,19013280,21419783,10,6,>
62714,28806976,25626138,3,7,<
62715,35474050,26823739,8,1,>
62716,19772906,32863099,9,9,≈
62717,20666708,19202070,1,10,<
62718,31222149,28473986,9,4,>
62719,28523581,26100718,1,3,<
62720,23754949,19834560,8,9,≈
62721,25461738,20636236,5,4,≈
62722,17933442,15163499,8,5,>
62723,28125102,30002262,10,1,>
62724,27384869,10080930,8,2,>
62725,10817761,10444599,10,10,≈
62726,15796628,20425199,10,9,≈
62727,24349229,37478263,10,2,>
62728,30135253,22588264,9,9,≈
62729,24385015,30680359,9,6,>
62730,23774432,27083116,8,8,≈
62731,27833545,25404339,4,10,<
62732,12629221,19826948,7,1,>
62733,22532662,32734998,10,1,>
62734,31295820,28465085,5,4,≈
62735,35214718,35455327,10,9,≈
62736,18341289,23875651,5,5,≈
62737,23508542,12648074,1,10,<
62738,21471186,11104513,4,5,≈
62739,15016287,22351522,8,1,>
62740,20585383,29875715,8,4,>
62741,11514631,32079658,4,5,≈
62742,15841399,7566087,1,10,<
62743,17098792,20614242,4,2,>
62744,18472102,22850214,6,3,>
62745,20547563,30235047,8,4,>
62746,29707164,20620738,3,10,<
62747,30530687,31354788,10,8,>
62748,23723490,31415565,1,8,<
62749,21830278,21618350,7,7,≈
62750,26316880,19681603,7,8,≈
62751,28839144,30235681,7,2,>
62752,14584605,10725110,1,10,<
62753,35370471,36636713,8,2,>
62754,15803303,18074416,10,3,>
62755,16107520,32943855,2,10,<
62756,15072501,9743701,1,7,<
62757,12832469,22106412,6,5,≈
62758,31171776,29590636,10,9,≈
62759,12163595,16882970,3,10,<
62760,15576774,20233308,6,6,≈
62761,26903961,31572345,9,8,≈
62762,23483780,16328695,5,4,≈
62763,11345194,9202125,2,10,<
62764,18193376,11972678,3,5,<
62765,11875736,15611790,9,9,≈
62766,22164279,23714236,9,7,>
62767,28676647,32716492,10,9,≈
62768,25003666,26617845,9,1,>
62769,26867286,20371422,1,10,<
62770,32590945,16484504,3,10,<
62771,31205514,33204374,8,1,>
62772,22704558,29988559,10,5,>
62773,20220849,24442368,10,4,>
62774,30761084,12700183,7,6,≈
62775,28880909,10786817,8,7,≈
62776,26341345,33224199,9,1,>
62777,34540543,26317585,5,10,<
62778,12060763,16640457,9,9,≈
62779,18826259,15264822,4,9,<
62780,23955300,7838643,3,9,<
62781,24945155,19322787,9,9,≈
62782,15894642,11502004,6,10,<
62783,18784977,16144400,1,10,<
62784,16420121,18466367,9,10,≈
62785,22897929,31528018,6,2,>
62786,24069361,29388342,8,3,>
62787,33466183,15979735,6,5,≈
62788,29196794,24988896,10,4,>
62789,24979763,22214751,10,5,>
62790,16184190,17206451,10,2,>
62791,11992011,16415004,7,6,≈
62792,12654801,18617995,7,8,≈
62793,32374041,37693899,8,10,<
62794,17237503,24339786,5,6,≈
62795,16306584,12832629,9,10,≈
62796,11481430,8226638,10,3,>
62797,15931508,11920778,2,4,<
62798,26358583,32485785,10,9,≈
62799,24606965,26005349,9,9,≈
62800,35397549,18502024,5,10,<
62801,12473803,10815025,2,7,<
62802,12117954,15774878,9,7,>
62803,28066630,25223853,2,10,<
62804,12655019,18831563,8,3,>
62805,34070409,33574922,10,5,>
62806,11095676,9705508,8,9,≈
62807,25207015,20524861,1,8,<
62808,16933977,21239584,9,4,>
62809,20082720,22369646,9,8,≈
62810,24198452,18803569,1,5,<
62811,29563229,35573290,10,4,>
62812,26260347,35382881,10,3,>
62813,17105646,24371721,9,7,>
62814,28298429,37761970,10,8,>
62815,16979847,9788003,7,8,≈
62816,22159919,34266378,8,1,>
62817,28598442,27811850,10,10,≈
62818,23345727,10801360,1,10,<
62819,14704184,12019236,6,6,≈
62820,28133612,30656599,3,7,<
62821,16717194,21557502,10,5,>
62822,24066129,26018450,7,3,>
62823,12147490,10511517,6,10,<
62824,17086452,8790392,2,10,<
62825,27716900,30079109,10,2,>
62826,20512145,24367763,10,7,>
62827,27041212,33038808,10,9,≈
62828,30580500,15073863,8,9,≈
62829,17351093,24966860,3,9,<
62830,26253764,34369155,10,8,>
62831,11606294,8205619,8,10,<
62832,12773579,15143165,6,6,≈
62833,22421948,25424411,10,10,≈
62834,32295449,36923955,10,3,>
62835,33385546,25665963,10,10,≈
62836,19960239,18549696,2,4,<
62837,35692597,32327758,8,10,<
62838,10795753,1955135,1,10,<
62839,15918905,11485627,2,1,≈
62840,18676832,22559235,10,7,>
62841,24485299,29375488,7,6,≈
62842,17679092,24448406,10,10,≈
62843,24604092,20811531,9,4,>
62844,20551369,22971903,7,6,≈
62845,26156085,27699099,7,1,>
62846,30220980,35222119,10,3,>
62847,22180728,22593732,10,6,>
62848,32246080,25968000,9,8,≈
62849,28365388,16581031,6,10,<
62850,29792594,23455314,9,8,≈
62851,34350534,27094627,6,4,>
62852,17900354,11231478,1,5,<
62853,29093502,31722670,9,8,≈
62854,11790750,17041057,5,4,≈
62855,11119614,16227282,9,9,≈
62856,16531484,29098377,9,8,≈
62857,24983366,22627130,10,4,>
62858,17599839,16618800,5,10,<
62859,12101095,14694104,9,8,≈
62860,19816108,18517257,1,8,<
62861,32527314,20164806,9,3,>
62862,11029455,11018131,1,10,<
62863,15501798,16622195,6,6,≈
62864,10710431,9016558,9,8,≈
62865,15995206,17521417,8,9,≈
62866,26855671,28287150,6,7,≈
62867,34486247,26526335,9,8,≈
62868,22382508,17478009,4,10,<
62869,11779796,22685417,2,10,<
62870,15613626,37080214,10,1,>
62871,20508774,23691526,2,7,<
62872,21160568,26646318,2,10,<
62873,31249697,32971767,2,10,<
62874,28721567,20485137,4,10,<
62875,24305864,17554564,2,3,≈
62876,23220237,27383781,2,10,<
62877,15105093,32508783,9,8,≈
62878,20652088,15448703,2,10,<
62879,20534700,23126308,10,9,≈
62880,19066011,15933262,2,6,<
62881,34981682,36655186,8,7,≈
62882,29348307,26832408,5,10,<
62883,11853655,9525555,1,10,<
62884,11390597,34895058,9,10,≈
62885,26002464,29534490,5,10,<
62886,11435556,16840353,6,6,≈
62887,20580706,11709190,6,10,<
62888,17970419,12916565,1,10,<
62889,19142224,23703394,7,6,≈
62890,35653063,24650027,1,10,<
62891,30472998,12692331,9,8,≈
62892,24273541,33758070,9,9,≈
62893,15980165,15469828,4,9,<
62894,12587793,8413884,5,6,≈
62895,21521247,22369353,10,8,>
62896,36378346,27517463,9,10,≈
62897,16828016,7821168,1,10,<
62898,15121200,38716083,9,8,≈
62899,20375193,25877283,9,8,≈
62900,15090256,10452836,7,3,>
62901,15916705,15528729,6,9,<
62902,26814848,24829558,1,8,<
62903,17846747,37015812,10,2,>
62904,22915271,8818727,1,3,<
62905,21828111,31849744,6,5,≈
62906,31387905,2668001,9,4,>
62907,17676997,19587044,10,9,≈
62908,19935772,16258195,10,6,>
62909,12482019,36092613,8,10,<
62910,22984147,36357640,10,3,>
62911,28086967,15634359,2,10,<
62912,19108743,15496914,3,10,<
62913,20848163,10654082,1,3,<
62914,32859086,36847829,10,2,>
62915,26253002,19656878,2,9,<
62916,23398783,17653459,8,2,>
62917,15514065,19294374,8,1,>
62918,11376094,24188947,9,3,>
62919,10902851,9574650,4,5,≈
62920,25364852,15514200,4,10,<
62921,12960384,19403672,9,5,>
62922,21592404,7689918,7,9,<
62923,30416648,28271003,1,10,<
62924,24507413,27341205,4,5,≈
62925,16880530,22808292,6,2,>
62926,21747773,30200479,10,4,>
62927,17948885,35545954,9,9,≈
62928,15053840,15653769,2,10,<
62929,31849613,14630215,8,8,≈
62930,17676945,30285907,10,8,>
62931,16022777,18801551,10,4,>
62932,29376080,36237958,10,1,>
62933,27798597,15808508,10,10,≈
62934,16737350,12857601,10,7,>
62935,22282689,31738197,5,6,≈
62936,23970787,15473857,7,10,<
62937,17440718,16971486,3,9,<
62938,24695534,28868121,8,2,>
62939,11083833,20545864,7,6,≈
62940,12368335,27098645,4,1,>
62941,23088417,9386082,1,7,<
62942,19201945,22022397,10,9,≈
62943,31152469,15210112,5,10,<
62944,28754971,35189092,10,10,≈
62945,28894704,32831152,2,8,<
62946,30294603,25191602,8,4,>
62947,31930115,33671744,8,10,<
62948,15308521,9059138,9,8,≈
62949,15965467,16467375,10,5,>
62950,20473645,22395475,8,2,>
62951,17513474,15805527,5,4,≈
62952,28539439,27341030,6,8,<
62953,24578683,23542442,6,7,≈
62954,17056088,18586296,3,2,≈
62955,15113895,25165704,8,1,>
62956,16244873,12370818,7,8,≈
62957,28831199,32580781,10,6,>
62958,18390607,10659857,1,10,<
62959,24132461,33391514,6,10,<
62960,16869962,12394952,1,9,<
62961,32264825,27841088,6,7,≈
62962,15465865,37178691,8,10,<
62963,15523559,10229581,10,5,>
62964,17172663,33101218,3,9,<
62965,12879365,23486986,10,5,>
62966,19154110,18510936,8,2,>
62967,37764176,17502003,9,10,≈
62968,10998375,12761088,10,7,>
62969,22785175,32726778,10,6,>
62970,15479683,11413108,10,10,≈
62971,26617468,23735505,2,10,<
62972,12502799,12919742,9,4,>
62973,11463626,33973127,6,5,≈
62974,21872687,33634128,10,10,≈
62975,30360496,25099814,9,8,≈
62976,30723805,23439909,3,10,<
62977,23275792,8414413,1,10,<
62978,27658204,35627302,9,3,>
62979,17994895,15454469,8,9,≈
62980,15629913,21803991,5,4,≈
62981,11553742,34773487,10,10,≈
62982,17083277,26688691,8,8,≈
62983,18509334,23260147,10,10,≈
62984,25622531,19956879,9,5,>
62985,17599407,1374346,9,1,>
62986,24262984,22902718,6,10,<
62987,22067307,28210088,4,9,<
62988,23054850,18063110,4,6,<
62989,22006335,25296308,10,7,>
62990,26487064,34187961,7,1,>
62991,31758953,25484321,1,6,<
62992,19386702,11117750,9,10,≈
62993,10799581,9230441,5,10,<
62994,26852217,29668594,6,1,>
62995,15857988,19321602,9,8,≈
62996,15448204,21419777,9,8,≈
62997,24172135,25902173,9,9,≈
62998,25869396,30601996,3,9,<
62999,22227115,24039596,10,10,≈
63000,33094798,35225755,10,10,≈
63001,32295315,34315534,10,10,≈
63002,18563052,27394428,10,7,>
63003,16126937,17361387,10,9,≈
63004,16162955,22402898,10,1,>
63005,15185108,10442612,2,6,<
63006,17492917,8667144,6,9,<
63007,24465709,26063433,8,7,≈
63008,26875783,23591874,9,10,≈
63009,35614442,33258396,10,5,>
63010,16942026,11754592,8,9,≈
63011,28990069,30949840,6,9,<
63012,31228638,35716314,10,2,>
63013,11313468,10757769,3,4,≈
63014,15528560,14971853,4,3,≈
63015,11463826,10640270,4,9,<
63016,10917075,2924784,3,9,<
63017,24713796,21180582,1,5,<
63018,33687614,35253223,10,8,>
63019,22134622,21949822,4,8,<
63020,11585537,16699014,10,9,≈
63021,16134030,19138551,10,10,≈
63022,33116801,23351618,5,4,≈
63023,26862492,35127085,10,1,>
63024,18480263,24950344,10,9,≈
63025,24209423,27413681,9,7,>
63026,24209603,27073971,4,10,<
63027,11115378,11265173,10,2,>
63028,26153129,27909433,8,6,>
63029,17038506,19730684,10,9,≈
63030,37445352,26629212,10,2,>
63031,17372805,27776678,9,8,≈
63032,24788788,36159977,10,8,>
63033,27061187,18599553,9,8,≈
63034,18059993,25328826,5,1,>
63035,25539473,23726319,4,10,<
63036,14722290,12610131,9,9,≈
63037,12368864,17555435,10,7,>
63038,31014395,34065398,10,9,≈
63039,20499084,24460926,9,9,≈
63040,16144411,19802328,10,2,>
63041,29643202,31291897,10,7,>
63042,31991104,32610611,10,9,≈
63043,16672522,15327988,4,3,≈
63044,11106401,23482394,10,10,≈
63045,33423806,29079180,9,5,>
63046,22205812,21775535,10,10,≈
63047,11895949,11501881,6,5,≈
63048,26518482,33959385,10,6,>
63049,16537508,15583140,10,10,≈
63050,12163609,11551502,8,10,<
63051,20413139,30410480,4,9,<
63052,32022689,12441638,10,3,>
63053,25925714,10869263,1,10,<
63054,28474107,19846759,1,9,<
63055,12192062,11238936,5,6,≈
63056,20964365,37114973,7,10,<
63057,33570443,25059707,7,10,<
63058,20154705,18758438,10,10,≈
63059,14658060,23897027,1,10,<
63060,12893777,15601828,10,8,>
63061,15810625,18385441,3,4,≈
63062,15976162,32577355,10,2,>
63063,20180598,21091445,6,3,>
63064,16501123,24967809,3,8,<
63065,17535902,20486124,9,7,>
63066,11171982,10716949,9,10,≈
63067,16227300,14981511,7,10,<
63068,10899142,9826559,7,2,>
63069,29390382,23824275,1,8,<
63070,16809323,25607954,8,9,≈
63071,18064531,16572175,8,10,<
63072,20501597,33209218,8,1,>
63073,28835501,24057213,8,10,<
63074,22951983,25093192,10,5,>
63075,22799461,25401072,9,4,>
63076,29687312,34069858,8,10,<
63077,19636414,38203383,10,4,>
63078,15039304,24391503,3,10,<
63079,17344283,9696869,5,6,≈
63080,16501072,31024558,5,9,<
63081,26579807,22004909,3,9,<
63082,11689607,8892922,7,7,≈
63083,24907335,23874663,4,5,≈
63084,17431727,32274601,6,9,<
63085,19342482,21704633,10,3,>
63086,12021344,16611892,5,4,≈
63087,12925899,22726216,2,10,<
63088,16263524,22222601,10,10,≈
63089,11796620,7935620,5,2,>
63090,11999364,9052912,1,6,<
63091,15365702,21151559,2,6,<
63092,24825674,25226090,7,8,≈
63093,15972830,22842147,1,10,<
63094,30533904,27343045,1,8,<
63095,20018283,28195351,9,6,>
63096,23549816,37408112,9,7,>
63097,24133670,20390311,9,2,>
63098,32025338,23793700,10,9,≈
63099,28346381,17147512,9,5,>
63100,11689649,17156813,8,5,>
63101,21078820,32336995,10,9,≈
63102,23858469,18021745,10,5,>
63103,17401057,28850110,9,9,≈
63104,22139089,19021742,1,5,<
63105,20167919,21689669,10,5,>
63106,23425150,17932461,9,8,≈
63107,19902988,15882290,9,9,≈
63108,18448537,14996813,6,6,≈
63109,27655226,29178508,10,6,>
63110,19032740,22396891,2,8,<
63111,24646687,28535817,9,9,≈
63112,18363110,27433937,2,8,<
63113,20546726,31369460,8,7,≈
63114,17667951,23869229,10,9,≈
63115,16973561,22616020,7,6,≈
63116,11349064,9192900,8,10,<
63117,17005835,15194788,7,6,≈
63118,10864677,9230206,2,9,<
63119,21267793,28599652,3,10,<
63120,19087966,17720932,4,5,≈
63121,11447277,20412390,10,6,>
63122,16186163,15618177,8,7,≈
63123,24324136,30908619,9,4,>
63124,28693147,24339429,3,2,≈
63125,28860987,17266107,4,10,<
63126,19737346,18762024,8,10,<
63127,22638907,18308155,1,10,<
63128,21927948,22723084,9,9,≈
63129,22393417,26823630,9,10,≈
63130,12423556,9486653,6,10,<
63131,16268664,37637783,9,1,>
63132,22358858,11256614,1,10,<
63133,15760075,32316199,4,9,<
63134,10858331,20386073,6,1,>
63135,24058726,24328344,9,8,≈
63136,12010998,24685441,5,6,≈
63137,20140517,17239236,3,6,<
63138,15235125,23725225,10,5,>
63139,15855517,18360582,4,1,>
63140,15270208,10521095,4,8,<
63141,28008752,21693562,2,8,<
63142,27646921,22638547,2,10,<
63143,12426403,11814334,10,4,>
63144,33166278,31710681,10,10,≈
63145,11986770,31341840,10,1,>
63146,15328104,21308552,9,2,>
63147,17884583,28828228,10,3,>
63148,11817701,28786923,3,8,<
63149,28842631,35540529,9,1,>
63150,30544986,20957983,8,10,<
63151,27738139,33670166,10,8,>
63152,32964259,32320800,7,10,<
63153,19630440,1549599,3,9,<
63154,18573209,20107599,8,8,≈
63155,32489141,32304355,10,5,>
63156,19381438,18542085,1,4,<
63157,24726571,20347414,9,9,≈
63158,26429097,30012119,3,4,≈
63159,20532809,7960369,1,9,<
63160,12192041,20519745,6,7,≈
63161,19772223,21897483,1,9,<
63162,15254301,23875925,9,4,>
63163,14985639,11526497,2,9,<
63164,30985655,12672282,3,10,<
63165,19017355,29312332,7,10,<
63166,15647367,10899999,10,10,≈
63167,17686857,21471238,7,6,≈
63168,27332998,37125101,10,4,>
63169,32190324,22396007,2,9,<
63170,14669332,26291482,9,6,>
63171,32719617,29075198,7,8,≈
63172,16009937,9405233,10,4,>
63173,26912593,25864632,3,10,<
63174,34206811,30596981,10,9,≈
63175,15111410,16214871,7,7,≈
63176,35116909,23344284,1,9,<
63177,12374217,10092217,5,8,<
63178,26001842,16193494,4,7,<
63179,23054920,26458906,9,1,>
63180,35106187,36203571,2,10,<
63181,10775636,15709032,7,6,≈
63182,17372224,2118869,10,3,>
63183,23494676,11719666,2,10,<
63184,17928948,35097087,10,1,>
63185,34848803,36733694,9,4,>
63186,17502390,19749053,6,3,>
63187,16714565,20557315,7,6,≈
63188,30185627,31118772,10,5,>
63189,20624217,34722503,8,10,<
63190,30917780,26935041,7,8,≈
63191,12715238,1621157,2,3,≈
63192,24521175,27791594,10,8,>
63193,17979891,35998057,10,10,≈
63194,21521247,28033704,10,6,>
63195,19179659,21326105,10,8,>
63196,11026698,7397637,1,5,<
63197,25246395,23305851,6,6,≈
63198,12237407,3181628,10,2,>
63199,10592186,11125055,10,9,≈
63200,19493342,11585766,10,9,≈
63201,20009494,20731479,6,7,≈
63202,24763908,23868909,1,10,<
63203,12799444,25925578,10,10,≈
63204,12857974,19805304,2,9,<
63205,16327883,7644470,9,10,≈
63206,28392648,15554732,1,8,<
63207,26339631,29208709,4,9,<
63208,15150233,10691740,1,8,<
63209,36346543,27058907,2,10,<
63210,20479889,21337426,8,1,>
63211,19575643,20407605,10,4,>
63212,27575744,18626634,7,2,>
63213,32943634,18305029,10,7,>
63214,27536105,29075115,10,9,≈
63215,10889249,23720222,9,2,>
63216,29425406,21612283,10,10,≈
63217,16703444,14571326,7,8,≈
63218,15518190,12678637,5,7,<
63219,19820992,24229017,5,1,>
63220,19675456,16038684,2,9,<
63221,11330827,9717717,1,8,<
63222,16624903,29024288,4,10,<
63223,21958066,27140664,2,8,<
63224,25534889,10981760,8,9,≈
63225,25240865,30564694,8,4,>
63226,16507289,843571,1,10,<
63227,10644333,26757826,7,8,≈
63228,16014915,32509591,5,10,<
63229,32246890,35699628,10,1,>
63230,16418522,30421144,10,8,>
63231,32258794,24500530,1,9,<
63232,15317769,21989394,4,5,≈
63233,24413764,32041544,9,8,≈
63234,17240047,35551737,9,10,≈
63235,29592885,32222300,10,8,>
63236,14519209,30518921,3,10,<
63237,17000761,18983540,8,8,≈
63238,12379732,9284172,5,5,≈
63239,25314271,35746919,10,2,>
63240,11535822,30486444,10,5,>
63241,22039449,27440896,9,8,≈
63242,25019061,25693885,9,8,≈
63243,15175292,18625335,1,9,<
63244,22671862,15537167,9,1,>
63245,22903698,35645419,9,1,>
63246,28100637,20422424,4,5,≈
63247,21795751,29105274,7,8,≈
63248,22699881,31300958,3,8,<
63249,31825156,29710177,5,10,<
63250,15326300,22649424,10,6,>
63251,26076232,29582227,10,9,≈
63252,27095042,22308294,2,10,<
63253,27723756,32624628,10,7,>
63254,17279616,35277476,4,10,<
63255,30577865,30738892,10,10,≈
63256,19055897,15144234,1,8,<
63257,22124624,15381934,2,10,<
63258,19592501,21502817,9,6,>
63259,26902751,24452206,8,9,≈
63260,30503517,35935362,10,2,>
63261,28163160,21264955,9,9,≈
63262,18782509,12888802,3,9,<
63263,11121023,20923635,10,7,>
63264,16227615,11805292,7,10,<
63265,11030467,24187510,10,5,>
63266,15123817,32060899,10,9,≈
63267,29043004,20966667,1,10,<
63268,26408533,27473593,5,6,≈
63269,26264349,32214378,4,9,<
63270,12093902,7623382,7,6,≈
63271,14685109,10876214,9,8,≈
63272,10795750,22174655,4,5,≈
63273,27307955,8504791,1,3,<
63274,21406298,26677430,9,4,>
63275,11309510,8435491,9,1,>
63276,20298614,10691587,5,10,<
63277,15353591,21109537,7,8,≈
63278,19935658,21449607,10,4,>
63279,11827644,8892061,2,6,<
63280,17375187,10223925,6,7,≈
63281,20835701,24864249,10,5,>
63282,16313618,11500475,5,6,≈
63283,16283480,11385580,8,10,<
63284,12097559,6180831,3,10,<
63285,17460052,30568646,10,9,≈
63286,25303989,22003224,10,9,≈
63287,23480529,11325934,6,6,≈
63288,18842727,19772602,9,3,>
63289,17867726,31822955,10,4,>
63290,16617373,22184421,8,4,>
63291,14656963,23376929,10,10,≈
63292,12194805,26268434,2,9,<
63293,30603375,12882860,1,10,<
63294,28034796,33330476,10,9,≈
63295,15564489,8207809,8,8,≈
63296,22547910,37082649,10,1,>
63297,17980632,21982154,10,10,≈
63298,20497180,25422268,8,9,≈
63299,14555768,10563668,9,2,>
63300,26908696,32429921,10,7,>
63301,21810904,18485358,10,2,>
63302,35427151,36683340,10,4,>
63303,24516393,27925020,9,3,>
63304,30465677,27634215,6,7,≈
63305,17359934,23562655,2,7,<
63306,18649226,22333337,5,6,≈
63307,19789665,10875985,1,9,<
63308,19589132,12453077,3,8,<
63309,15676035,10459729,8,9,≈
63310,24837290,21883529,7,7,≈
63311,17001488,19041859,1,5,<
63312,31591202,22802623,9,10,≈
63313,22029540,9275216,2,10,<
63314,15284438,19242645,9,9,≈
63315,32991055,8531173,6,10,<
63316,19043807,23637863,6,7,≈
63317,17342200,17575002,9,7,>
63318,17652758,18299834,9,10,≈
63319,16610065,15202054,6,7,≈
63320,22395883,23188256,10,8,>
63321,26535310,22219215,3,9,<
63322,19064255,19712482,10,6,>
63323,14557648,10882140,8,10,<
63324,20925139,31467864,10,1,>
63325,10762266,8824630,5,6,≈
63326,15349787,8733138,2,10,<
63327,24592300,30937699,5,6,≈
63328,20137089,35066741,8,4,>
63329,22747589,10329189,4,10,<
63330,15243091,9000244,7,2,>
63331,23313589,24191939,10,4,>
63332,17382327,20368946,3,2,≈
63333,18001239,10781906,1,10,<
63334,18034310,23266857,4,10,<
63335,31992343,34101089,1,8,<
63336,11807290,11048710,2,10,<
63337,24747401,19411330,10,6,>
63338,11413302,33559128,9,10,≈
63339,28759015,29072601,10,6,>
63340,24905804,21092406,9,10,≈
63341,16704804,23876184,9,8,≈
63342,17379312,17301948,2,4,<
63343,19847394,24833464,10,5,>
63344,32373110,23283464,10,6,>
63345,16816147,23275090,8,7,≈
63346,29356528,37090430,10,4,>
63347,32853982,31923773,10,7,>
63348,23990933,23620753,8,8,≈
63349,22378901,17166969,6,6,≈
63350,16187971,10858338,3,4,≈
63351,26733949,26189479,7,6,≈
63352,10885527,7706146,6,6,≈
63353,23013746,26937398,9,3,>
63354,19002972,18626958,1,7,<
63355,11804192,10646850,5,10,<
63356,17438022,26472741,7,6,≈
63357,23089822,23759726,1,7,<
63358,16683019,28770057,8,5,>
63359,17041218,18385231,9,9,≈
63360,27500811,24639246,4,5,≈
63361,34083954,25473834,6,10,<
63362,23110227,28458660,6,1,>
63363,27305927,31941701,3,3,≈
63364,25769982,18329365,5,10,<
63365,21088884,32152276,5,10,<
63366,23161897,11099869,9,9,≈
63367,26190705,14664653,1,9,<
63368,22159220,26885026,9,1,>
63369,16227280,23675303,9,10,≈
63370,17972719,30733692,8,5,>
63371,11773621,11162423,10,4,>
63372,20385771,22813893,5,5,≈
63373,28494863,31698549,10,1,>
63374,23843697,21178976,2,9,<
